StockCode,text,description,category,seasonality,gifting,perishability,price_tier,impulse,substitute_group
22141,Christmas craft tree top angel kit Category: christmas_decor. Seasonality: christmas. Gifting: medium. Price tier: budget. Impulse: medium. Substitute group: christmas_decoration.,Christmas craft tree top angel kit,christmas_decor,christmas,medium,durable,budget,medium,christmas_decoration
22244,Three-hook hanger in magic garden design Category: home_decor. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: medium. Substitute group: hook_hanger.,Three-hook hanger in magic garden design,home_decor,none,medium,durable,budget,medium,hook_hanger
22741,Funky diva novelty pen Category: stationery. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: pen.,Funky diva novelty pen,stationery,none,low,semi_durable,budget,high,pen
21777,Recipe box with metal heart detail Category: kitchenware. Seasonality: none. Gifting: high. Price tier: mid. Impulse: low. Substitute group: recipe_box.,Recipe box with metal heart detail,kitchenware,none,high,durable,mid,low,recipe_box
20747,Piccadilly-style ceramic tea set Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: tea_set.,Piccadilly-style ceramic tea set,kitchenware,none,high,durable,premium,low,tea_set
22371,Vintage Tokyo 78 airline-style bag Category: bags. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: travel_bag.,Vintage Tokyo 78 airline-style bag,bags,none,medium,durable,mid,medium,travel_bag
21933,Pink vintage paisley insulated picnic bag Category: bags. Seasonality: spring_summer. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: picnic_bag.,Pink vintage paisley insulated picnic bag,bags,spring_summer,medium,durable,mid,medium,picnic_bag
51008,Pair of Afghan slipper socks Category: accessories. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: slipper_socks.,Pair of Afghan slipper socks,accessories,none,medium,semi_durable,mid,medium,slipper_socks
23318,Box of six mini vintage Christmas crackers Category: christmas_decor. Seasonality: christmas. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: crackers.,Box of six mini vintage Christmas crackers,christmas_decor,christmas,medium,semi_durable,budget,high,crackers
23080,Red metal storage box reading Top Secret Category: home_storage. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: storage_tin.,Red metal storage box reading Top Secret,home_storage,none,medium,durable,mid,medium,storage_tin
21985,Pack of 12 hearts design tissues Category: novelty. Seasonality: valentine. Gifting: low. Price tier: budget. Impulse: high. Substitute group: tissues.,Pack of 12 hearts design tissues,novelty,valentine,low,semi_durable,budget,high,tissues
21715,Girls' vintage tin seaside bucket Category: toys. Seasonality: spring_summer. Gifting: medium. Price tier: mid. Impulse: high. Substitute group: seaside_bucket.,Girls' vintage tin seaside bucket,toys,spring_summer,medium,durable,mid,high,seaside_bucket
22989,Set of two pantry design tea towels Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: tea_towels.,Set of two pantry design tea towels,kitchenware,none,medium,durable,mid,medium,tea_towels
23439,Reusable hand warmer with red love heart Category: accessories. Seasonality: valentine. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: hand_warmer.,Reusable hand warmer with red love heart,accessories,valentine,medium,durable,budget,high,hand_warmer
23322,Large white woven wicker heart decoration Category: home_decor. Seasonality: valentine. Gifting: high. Price tier: mid. Impulse: medium. Substitute group: wicker_heart.,Large white woven wicker heart decoration,home_decor,valentine,high,durable,mid,medium,wicker_heart
22215,White two-tier lace cake stand Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: cake_stand.,White two-tier lace cake stand,kitchenware,none,high,durable,premium,low,cake_stand
21042,Red retrospot kitchen apron Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: apron.,Red retrospot kitchen apron,kitchenware,none,medium,durable,mid,low,apron
20974,Pack of 12 small skull design pencils Category: stationery. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: pencils.,Pack of 12 small skull design pencils,stationery,none,low,semi_durable,budget,high,pencils
22212,Four-hook white lovebirds coat hook Category: home_decor. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: medium. Substitute group: hook_hanger.,Four-hook white lovebirds coat hook,home_decor,none,medium,durable,budget,medium,hook_hanger
84839,Sweetheart-style wall key cabinet Category: home_storage. Seasonality: none. Gifting: high. Price tier: mid. Impulse: low. Substitute group: key_cabinet.,Sweetheart-style wall key cabinet,home_storage,none,high,durable,mid,low,key_cabinet
22895,Set of two apple and pears tea towels Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: tea_towels.,Set of two apple and pears tea towels,kitchenware,none,medium,durable,mid,medium,tea_towels
85049E,Scandinavian reds decorative ribbons Category: christmas_decor. Seasonality: christmas. Gifting: low. Price tier: budget. Impulse: medium. Substitute group: ribbon.,Scandinavian reds decorative ribbons,christmas_decor,christmas,low,semi_durable,budget,medium,ribbon
21135,Victorian metal postcard spring holder Category: home_decor. Seasonality: none. Gifting: low. Price tier: budget. Impulse: medium. Substitute group: card_holder.,Victorian metal postcard spring holder,home_decor,none,low,durable,budget,medium,card_holder
22751,Felt craft Princess Olivia doll Category: craft. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: felt_doll.,Felt craft Princess Olivia doll,craft,none,medium,durable,mid,medium,felt_doll
21980,Pack of 12 red retrospot tissues Category: novelty. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: tissues.,Pack of 12 red retrospot tissues,novelty,none,low,semi_durable,budget,high,tissues
22283,Painted wood six-egg storage house Category: kitchenware. Seasonality: none. Gifting: high. Price tier: mid. Impulse: low. Substitute group: egg_holder.,Painted wood six-egg storage house,kitchenware,none,high,durable,mid,low,egg_holder
23256,Children's Spaceboy cutlery set Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: cutlery_set.,Children's Spaceboy cutlery set,kitchenware,none,medium,durable,mid,medium,cutlery_set
72807C,Set of three vanilla scented candles in a box Category: candles. Seasonality: none. Gifting: high. Price tier: mid. Impulse: high. Substitute group: candle.,Set of three vanilla scented candles in a box,candles,none,high,semi_durable,mid,high,candle
21381,Mini wooden Happy Birthday garland Category: party. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: medium. Substitute group: garland.,Mini wooden Happy Birthday garland,party,none,medium,durable,budget,medium,garland
22073,Red retrospot ceramic storage jar Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: storage_jar.,Red retrospot ceramic storage jar,kitchenware,none,medium,durable,mid,medium,storage_jar
23534,Wall art print reading Stop For Tea Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: wall_art.,Wall art print reading Stop For Tea,home_decor,none,medium,durable,mid,medium,wall_art
22078,Reel of lace design decorative ribbon Category: craft. Seasonality: none. Gifting: low. Price tier: budget. Impulse: medium. Substitute group: ribbon.,Reel of lace design decorative ribbon,craft,none,low,semi_durable,budget,medium,ribbon
23082,Set of six heart paper table lanterns Category: party. Seasonality: valentine. Gifting: low. Price tier: mid. Impulse: medium. Substitute group: paper_lantern.,Set of six heart paper table lanterns,party,valentine,low,semi_durable,mid,medium,paper_lantern
22354,Retrospot padded seat cushion Category: home_textiles. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: cushion.,Retrospot padded seat cushion,home_textiles,none,medium,durable,mid,low,cushion
21769,Vintage post office cabinet furniture Category: furniture. Seasonality: none. Gifting: low. Price tier: premium. Impulse: low. Substitute group: cabinet.,Vintage post office cabinet furniture,furniture,none,low,durable,premium,low,cabinet
22358,Kings Choice design tea caddy tin Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: storage_tin.,Kings Choice design tea caddy tin,kitchenware,none,medium,durable,mid,medium,storage_tin
23078,Ice cream pen with lip gloss Category: novelty. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: lip_gloss.,Ice cream pen with lip gloss,novelty,none,low,semi_durable,budget,high,lip_gloss
22079,Reel of hearts design decorative ribbon Category: craft. Seasonality: valentine. Gifting: low. Price tier: budget. Impulse: medium. Substitute group: ribbon.,Reel of hearts design decorative ribbon,craft,valentine,low,semi_durable,budget,medium,ribbon
21932,Scandinavian paisley insulated picnic bag Category: bags. Seasonality: spring_summer. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: picnic_bag.,Scandinavian paisley insulated picnic bag,bags,spring_summer,medium,durable,mid,medium,picnic_bag
21186,White dove honeycomb paper garland Category: party. Seasonality: none. Gifting: low. Price tier: budget. Impulse: medium. Substitute group: garland.,White dove honeycomb paper garland,party,none,low,semi_durable,budget,medium,garland
21411,Red gingham heart fabric doorstop Category: home_decor. Seasonality: valentine. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: doorstop.,Red gingham heart fabric doorstop,home_decor,valentine,medium,durable,mid,medium,doorstop
23493,Vintage doily travel sewing kit Category: craft. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: sewing_kit.,Vintage doily travel sewing kit,craft,none,medium,durable,budget,high,sewing_kit
48189,Coir doormat with friendship design Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: doormat.,Coir doormat with friendship design,home_decor,none,medium,durable,mid,low,doormat
79323LP,String of light pink cherry fairy lights Category: lighting. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: string_lights.,String of light pink cherry fairy lights,lighting,none,medium,durable,mid,medium,string_lights
23321,Small white woven wicker heart decoration Category: home_decor. Seasonality: valentine. Gifting: high. Price tier: budget. Impulse: high. Substitute group: wicker_heart.,Small white woven wicker heart decoration,home_decor,valentine,high,durable,budget,high,wicker_heart
23535,Wall art print on bicycle safety Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: wall_art.,Wall art print on bicycle safety,home_decor,none,medium,durable,mid,medium,wall_art
22329,Set of five round retrospot storage containers Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: medium. Substitute group: food_container.,Set of five round retrospot storage containers,kitchenware,none,medium,durable,budget,medium,food_container
21244,Blue polka-dot ceramic plate Category: kitchenware. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: plate.,Blue polka-dot ceramic plate,kitchenware,none,low,durable,budget,high,plate
21874,Gin and Tonic novelty ceramic mug Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: mug.,Gin and Tonic novelty ceramic mug,kitchenware,none,medium,durable,budget,high,mug
22275,Vintage rose paisley weekend travel bag Category: bags. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: travel_bag.,Vintage rose paisley weekend travel bag,bags,none,high,durable,premium,low,travel_bag
